East Asia,Eastern Europe,Latin America & the Caribbean,Middle East & North Africa,North America,Oceania,South Asia,Sub-Saharan Africa,Western Europe
7.0281181480254675,6.193120374354828,4.772950591546597,5.038204326231991,7.216271516654075,7.0240996044400585,4.696373895932947,4.501973422429077,7.877198821475607
7.03924157171754,6.213145730685076,4.837947621629461,5.030879328928413,7.198500011949362,7.013174263714698,4.673731727819709,4.501060509802071,7.857977314849677
7.051268964707775,6.228777905085751,4.835010285609535,5.072411596276984,7.17326088009043,7.058253259658223,4.649130633980025,4.554145791979758,7.8628732181579375
7.044011601917669,6.22496579135162,4.8366486176360075,5.06884593859491,7.0989129762733985,7.058253259658223,4.653574200245379,4.581546274540754,7.8628732181579375
7.04076678413423,6.266928395770244,4.846271336246789,5.030426395846747,7.0989129762733985,7.058253259658223,4.637946322366198,4.578563487597368,7.8628732181579375
7.053660827364493,6.275570082956491,4.829023428488079,5.031470841544314,7.141899143322257,7.058253259658223,4.64813038084825,4.582026691441232,7.857996008591639
7.053660827364493,6.278056257314377,4.82941031387857,5.0224050011977255,7.112758827251346,7.045185258224173,4.637482733771481,4.585142662115655,7.862518914936199
7.05685001066319,6.322177526640274,4.84694612474438,5.02149280993651,7.141899143322257,6.845163669536597,4.667148186683755,4.57897507335795,7.859767981358524
7.025499456565091,6.341024079698457,4.84776483205521,5.003794064269244,7.207284665019417,6.845163669536597,4.683071889805638,4.582721303765172,7.856664929489172
7.003823382387843,6.350502439021892,4.838635236819363,4.992533978720503,7.234897049792614,6.840779287739478,4.682462749441869,4.549902787764993,7.861774447950438
7.006319718354189,6.344637874735807,4.848966276981771,4.981424227587691,7.244560852440037,6.866319154764414,4.785378265984637,4.60888929653563,7.850096944472842
7.009554864697381,6.354592362494104,4.859182016486933,4.954196874523104,7.225471636454012,6.866319154764414,4.813477934650374,4.612235307216252,7.850096944472842
6.883687335411786,6.157554101428655,4.62196649046431,4.802882204760299,6.950434254749276,6.737543525486055,4.388343176285247,4.444496256964827,7.79803502139748
7.073836938284813,6.3295822828639805,4.648166841458962,4.723983286705182,7.084896755073491,6.868060000387867,4.386762798620134,4.433867452720494,7.880414513496796
7.117371424947623,6.3124570483034885,4.699380275245573,4.771794852801061,7.416306501790761,6.8932124141224715,4.413966518766634,4.41014889213672,7.955655796082705
6.984567705217732,6.207017941546793,4.68698082104312,4.8251044670099805,7.344117802323758,6.918794347666676,4.33264885851368,4.445107153803194,7.900461515157756
6.993197276653878,6.181529396733305,4.693350744954715,4.820042012251275,7.344117802323758,6.917090442880934,4.33264885851368,4.431601512947696,7.895771427794007
7.128078728151462,6.200328441565309,4.614324826050289,4.753794259965671,7.2379189775243855,6.906106675092091,4.318782497550484,4.389295076147942,7.925603540225451
7.049871197898679,6.172137082275096,4.620155594018512,4.721982342300359,7.233734665826747,6.892141721846144,4.317052461906885,4.377881722475485,7.895010200832711
6.988327138139129,6.069592671204807,4.50376361557009,4.686359089586757,7.017658201152028,6.873947674011936,4.230808523036865,4.355175465501953,7.891674946347679
6.802180755565937,5.981065183377261,4.461251632356462,4.733062327093731,6.9487308515069,6.760983811796166,4.147858266225412,4.354394231463537,7.702731114691231
